Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Multivariate Analysis of Wind Characteristics for Optimal Irrigation Planning in Miandoab Plain, Urmia Lake",2-s2.0-85165183333,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85165183333&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Multivariate mapping of soil with structural equation modelling,2-s2.0-85026288296,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85026288296&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Mutual Configuration: Exploring the Dynamic Interplay of Human-Computer Interaction as a Socio-Technical System,2-s2.0-85194162965,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85194162965&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,NLRP3 inflammasome in neurodegenerative disease,2-s2.0-85138133289,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138133289&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,NURTURING GEN Z TOWARDS ADOPTING A DYNAMIC LIFESTYLE FOR FOSTERING SUSTAINABLE ENVIRONMENTAL DEVELOPMENT,2-s2.0-105023454643,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105023454643&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Naming and conceptual understanding in frontotemporal dementia,2-s2.0-85067306269,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85067306269&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nanopore-Based Detection of Viral RNA Modifications,2-s2.0-85133143926,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85133143926&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Narrative diffusion in social networks: a survey,2-s2.0-105027536878,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027536878&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,National Competitiveness and Economic Transformation in Saudi Arabia: A Conceptual Analysis Using Porter’s Diamond Model,2-s2.0-105037257851,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105037257851&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Natural Language Processing Model 'Qc-Mindnet' for Queer Sentiment Analysis as an Early Warning System for Suicide Risk,2-s2.0-105032703427,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032703427&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Natural background levels and threshold values of chemical species in three large-scale groundwater bodies in Northern Italy,2-s2.0-84859961052,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84859961052&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Navigating Climate, Innovation, and Policy Disruptions: A Systems-Based Adaptive Governance Framework for the UAE",2-s2.0-105026689194,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026689194&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Navigating Person-Centred Nutrition and Mealtime Care in Rehabilitation: A Conceptual Model,2-s2.0-105008387278,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105008387278&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Navigating Success: How Decision–Making Transforms Software Performance into Business Performance in the Logistics Industry from an Emerging Country,2-s2.0-105023181222,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105023181222&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Navigating turbulent global markets for Chinese global firms: a conceptual framework for managing dynamic supply chain complexity,2-s2.0-105016728053,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105016728053&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Navigation as a system approach: A qualitative descriptive study to inform a statewide cancer navigation approach in Australia,2-s2.0-85218174461,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218174461&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Near-surface geophysical imaging of a thermokarst pond in the discontinuous permafrost zone in Nunavik (Québec), Canada",2-s2.0-85136461595,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85136461595&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neoadjuvant therapy versus upfront surgical strategies in resectable pancreatic cancer: A Markov decision analysis,2-s2.0-84989917382,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84989917382&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neonatal sepsis and mortality in low-income and middle-income countries from a facility-based birth cohort: an international multisite prospective observational study,2-s2.0-85128145278,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85128145278&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nested Cross-Validation for HBV Conceptual Rainfall–Runoff Model Spatial Stability Analysis in a Semi-Arid Context,2-s2.0-85207378321,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85207378321&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Network Text Analysis Framework for Mapping Research Trends: A Neural Architecture Search Case Study,2-s2.0-105033962190,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033962190&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Network selection: A method for ranked lists selection,2-s2.0-84865294290,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84865294290&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neural dynamics of delayed feedback in robot teleoperation: insights from fNIRS analysis,2-s2.0-85197583153,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85197583153&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neural similarity between mentalizing and live social interaction during the transition to adolescence,2-s2.0-85129838915,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85129838915&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neuroplasticity of semantic representations for musical instruments in professional musicians,2-s2.0-79955467445,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-79955467445&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Neutronic analyses in support of the WCLL DEMO design development,2-s2.0-85046798083,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046798083&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,New approaches in the discovery and introgression of disease resistance genes from wild tomato,2-s2.0-85111841579,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85111841579&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,New conceptual model of EMR implementation in interprofessional academic family medicine clinics,2-s2.0-84929471333,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84929471333&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"New insights in computational methods for pharmacovigilance: e-synthesis, a bayesian framework for causal assessment",2-s2.0-85068826370,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85068826370&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"New linked data on research investments: Scientific workforce, productivity, and public value",2-s2.0-84947573980,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84947573980&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,New patch in old clothes? SINAES of maturity or saturation of the Brazilian higher education evaluation model,2-s2.0-85086393538,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85086393538&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"New perspective on why women live longer than men: An exploration of power, gender, social determinants, and capitals",2-s2.0-85099398631,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85099398631&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,New species boundaries and the diversification history of marsh rat taxa clarify historical connections among ecologically and geographically distinct wetlands of South America,2-s2.0-85097740148,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85097740148&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nitrate Hysteresis as a Tool for Revealing Storm-Event Dynamics and Improving Water Quality Model Performance,2-s2.0-85147141854,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85147141854&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Nitrate concentrations predominantly driven by human, climate, and soil properties in US rivers",2-s2.0-85140911167,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85140911167&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,No time to manage? The trade-off between relevant tasks and actual priorities of school leaders in Germany,2-s2.0-84938400217,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84938400217&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Non-formal patient handover education for healthcare professionals: A scoping review,2-s2.0-85089768439,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85089768439&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nonlinear mixed models and related approaches in infectious disease modeling: A systematic and critical review,2-s2.0-85204425560,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85204425560&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Northeastern mountain ponds as sentinels of change: Current and emerging research and monitoring in the context of shifting chemistry and climate interactions,2-s2.0-85114352628,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85114352628&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Novel Numerical Modeling of a Groundwater Level-Lowering Approach Implemented in the Construction of High-Rise/Complex Buildings,2-s2.0-86000509690,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000509690&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Numerical Simulation of CO2 Storage Potential with Enhanced Sedimentary Basin Characterization: A Case Study in Kazakhstan,2-s2.0-105026403797,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026403797&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Numerical Simulation of Unsaturated Expansive Soil Behavior in a Changing Climate Using a Single Stress State Framework,2-s2.0-85211959945,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211959945&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Numerical modeling of subaerial and submarine landslide-generated tsunami waves—recent advances and future challenges,2-s2.0-84982813852,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84982813852&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Numerical modelling of erosional landforms driven by offshore groundwater flow on siliciclastic continental margins: a conceptual approach,2-s2.0-85217836377,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217836377&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Nurses' work environment and health promotion in relation to psychological distress symptoms, and sleep disturbance: A structural equation modeling approach",2-s2.0-85212308971,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212308971&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nursing Education for the Coordination of Care and Services: A Scoping Review,2-s2.0-85218763725,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218763725&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Nutrition center of excellence (COE) in inflammatory bowel disease—a model and rationale for development,2-s2.0-85143408025,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85143408025&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,OB CARES - The Obstetric Clinics and Resources Study: Providers' perceptions of addressing perinatal depression - a qualitative study,2-s2.0-79956141421,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-79956141421&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,OPPORTUNITIES AND ADVANTAGES OF 3D GEOLOGIC MODELLING FOR TAILINGS STORAGE FACILITIES,2-s2.0-85160693846,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85160693846&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Oakland University/Altair engineering technical business intelligence corporate internship program,2-s2.0-85029081814,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85029081814&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Obstetricians’ experiences with remote monitoring programs for hypertensive disorders,2-s2.0-105007796946,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105007796946&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Of TITAN and straw men: An appeal for greater understanding of community data,2-s2.0-84884339961,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84884339961&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Offshoring under uncertainty,2-s2.0-85066843828,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85066843828&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,On goal reaching time distributions estimated from DAX stock index investments,2-s2.0-84879596413,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84879596413&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"On person-community fit: Trait-, person-, and type-based approaches to measurement",2-s2.0-85182572801,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85182572801&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,On the Fine Isotopic Distribution and Limits to Resolution in Mass Spectrometry,2-s2.0-84941567435,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84941567435&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,On the optimal design of experiments for conceptual and predictive discrimination of hydrologic system models,2-s2.0-84937521029,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84937521029&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Oncologist conceptualizations of pediatric palliative care: challenges and definitions,2-s2.0-85098634310,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85098634310&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Online reviews in e-commerce: A bibliometric analysis of consumer decision-making,2-s2.0-105034574936,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034574936&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Ontological analysis and engineering standards: An initial study of IFC,2-s2.0-84949324399,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84949324399&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Ontologies in document representation: A current overview for description of network multimedia content,2-s2.0-85091360415,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85091360415&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Open ebusiness ontology usage: Investigating community implementation of goodrelations,2-s2.0-84891932714,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84891932714&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Operative Study of Federated Unlearning among Various Datasets,2-s2.0-105022247959,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022247959&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Operative Study of Federated Unlearning among Various Datasets,2-s2.0-105022239621,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022239621&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Opportunities and challenges of Retail 4.0 in grocery stores: a conceptual framework,2-s2.0-105005415707,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105005415707&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optima TB: A tool to help optimally allocate tuberculosis spending,2-s2.0-85118097024,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85118097024&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optimised Indexing Architecture for Efficient Hybrid Storage of Visual Big Data,2-s2.0-105032721502,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032721502&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optimising sample sizes for animal distribution analysis using tracking data,2-s2.0-85094101790,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85094101790&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optimization and machine learning analysis of a small-scale oscillating water column (OWC) in regular waves: A computational study,2-s2.0-85219711686,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219711686&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optimization of Deep Learning Architectures for Accurate Prediction of Protein-Ligand Binding in Drug Discovery,2-s2.0-105033524611,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033524611&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Optimizing Emergency Response by Digital Spontaneous Volunteers: Insight From Agent-Based Modeling Analysis,2-s2.0-105022425806,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022425806&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Oral Cellular Homeostasis and Occupational Wellbeing in Healthcare Professionals Under the Lens of Salivary, Immune, and Microbiome Mechanisms",2-s2.0-105032795456,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105032795456&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Organizational environments and adaptive response mechanisms in India,2-s2.0-84967185896,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-84967185896&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"Organizational legacies, ideology, and policy stances on universal welfare of Western European political parties, 1970–2019",2-s2.0-105005397274,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105005397274&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Organizational transformation - From multinational to global: An early dynamic modeling perspective,2-s2.0-34249680224,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-34249680224&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Osteotrans-Net: An interpretable transformer framework for knee osteoarthritis severity grading in X-ray scans,2-s2.0-105020922433,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020922433&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Outline of the methodology for environmental assessment of cultural institutions with a focus on museums,2-s2.0-105025442069,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105025442069&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,PER me si va ne la fisica recente—an educational particle escape room (PER) towards the discovery of the Standard Model of particles,2-s2.0-105033918996,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033918996&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,"PFAS conceptual site model of an AFFF-impacted firefighting training area informed by high resolution soil, porewater, and groundwater sampling",2-s2.0-105016611058,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105016611058&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,POPAR: Patch Order Prediction and Appearance Recovery for self-supervised learning in chest radiography,2-s2.0-105011273275,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105011273275&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Pain Experience in Oncology: A Targeted Literature Review and Development of a Novel Patient-Centric Conceptual Model,2-s2.0-105024425410,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105024425410&origin=resultslist
VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,Panel data modeling: Identifying and handling outliers with the VSOM approach,2-s2.0-85201164394,https://www.scopus.com/record/display.uri?eid=2-s2.0-85211035819&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85201164394&origin=resultslist
