Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Dynamic Programming Approach to Solve Real-World Application of Multi-Objective Unbounded Knapsack Problem,2-s2.0-85146647840,10.1007/978-981-19-6581-4_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Empirical Analysis of the Impact of Homomorphic Encryption on Cloud Computing,2-s2.0-85146644305,10.1007/978-981-19-6581-4_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Factors Influencing Behavioural Intentions Towards Investment in Cryptocurrency: A Study on Generation Z Female of India,2-s2.0-85146639933,10.1007/978-981-19-6581-4_39
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart IoT-Based Pesticides Recommendation System for Rice Diseases,2-s2.0-85146637491,10.1007/978-981-19-6581-4_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Framework to Govern the Use of Health Data for Research in Africa: A South African Perspective,2-s2.0-85146255535,10.1007/978-3-031-12692-5_26
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Critical Difference Between Holism and Vitalism in Cassirer’s Philosophy of Science,2-s2.0-85146252874,10.1007/978-3-031-12604-8_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Historico-Logical Re-assessment of Hans Driesch’s Vitalism,2-s2.0-85146250254,10.1007/978-3-031-12604-8_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Centring the Human Subject: Catalyzing Change in Ethics and Dementia Research,2-s2.0-85146249289,10.1007/978-3-031-12692-5_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Introduction: Examining Contrasting Ways That Drama Approaches Can Be Applied to Support Learning Science,2-s2.0-85146246523,10.1007/978-3-031-17350-9_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Vitalist Arguments in the Struggle for Human (Im)Perfection: The Debate Between Biologists and Theologians in the 1960s–1980s,2-s2.0-85146238308,10.1007/978-3-031-12604-8_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Galileo’s Fall of the Planets to the Copernican System of the World,2-s2.0-85146237813,10.1007/978-3-031-09722-5_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Islam, Political Governance, and Secularism: Examining a Fraught Relationship",2-s2.0-85146236752,10.1007/978-3-031-13310-7_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Genopolitics: Biotechnology Norms and the Liberal International Order,2-s2.0-85146233869,10.1007/978-3-031-12692-5_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Absence of Secularism in Senegal,2-s2.0-85146228060,10.1007/978-3-031-13310-7_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Newton as Theologian, Artisan, and Chamber-Fellow: Some New Documents",2-s2.0-85146224748,10.1007/978-3-031-09722-5_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Place of Digital and Artificial Intelligence in Medical Research,2-s2.0-85146221612,10.1007/978-3-031-12692-5_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"William Whiston, Experimental Lecturing and the Royal Society of London",2-s2.0-85146217916,10.1007/978-3-031-09722-5_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Doctoral Dissertation of Nehemiah Grew (1641–1712): The Nervous Fluids and Iatrochymistry in Context,2-s2.0-85146214807,10.1007/978-3-031-09722-5_15
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Data-Driven Cyber Threat Intelligence: A Survey of Mexican Territory,2-s2.0-85145238826,10.1007/978-3-031-07670-1_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Influence of Heat Treatment on Hardness and Microstructure of Cast Fe–Ni–Cr Alloy,2-s2.0-85145220040,10.1007/978-981-19-7150-1_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cyber Threat Intelligence Methodologies: Hunting Cyber Threats with Threat Intelligence Platforms and Deception Techniques,2-s2.0-85145169560,10.1007/978-3-031-07670-1_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Technologies in Education for Visually Impaired People: A Literature Review,2-s2.0-85145162346,10.1007/978-3-031-07670-1_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Linguistic Summaries for Dwellings Energy Poverty Monitoring,2-s2.0-85145105499,10.1007/978-3-031-21333-5_69
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Approach to Monitoring Particulate Matter Based Pollution Using Low-Cost Sensing,2-s2.0-85145085853,10.1007/978-3-031-21333-5_66
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cloud vs Serverless Computing: A Security Point of View,2-s2.0-85145066967,10.1007/978-3-031-21333-5_109
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Catalytic Role of Technology in the Commercialization of Plant Varieties in India: A Critical Analysis,2-s2.0-85145021958,10.1007/978-981-19-7780-0_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Towards the Managed Transition to Organic Agriculture: Searching for a Strategic Model,2-s2.0-85145021645,10.1007/978-981-19-7780-0_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Risk Assessment of Organic Production in Modern Conditions,2-s2.0-85145021442,10.1007/978-981-19-7780-0_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Using the Digital Reef to Monitor and Enhance Biological Resources in Aquaculture,2-s2.0-85145021174,10.1007/978-981-19-7780-0_37
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Using a Novel Instrumented Roller to Estimate Soil Dry Density During Compaction,2-s2.0-85145020802,10.1007/978-3-031-20241-4_38
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Aggregating High-Precision GNSS Intelligent Construction Data for Quality Asphalt Pavements,2-s2.0-85145020429,10.1007/978-3-031-20241-4_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Modeling Strategies for State Regulation of the Agri-food Market Based on the Cognitive Approach,2-s2.0-85145020086,10.1007/978-981-19-7780-0_35
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Algorithms and Software for Evaluation of Plant Height in Vertical Farm Using UAVs,2-s2.0-85145019843,10.1007/978-981-19-7780-0_31
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Development of a BIM Model for Facility Management with Virtual/Augmented Reality Interaction,2-s2.0-85145019784,10.1007/978-3-031-20241-4_15
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart Technologies in Bio-Intensive Organic Agriculture,2-s2.0-85145019719,10.1007/978-981-19-7780-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Rail Track Monitoring Using AI and Machine Learning,2-s2.0-85145019455,10.1007/978-3-031-20241-4_36
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Mechanisms of Legal Interaction Between Budgetary Institutions and Commercial Enterprises in the Field of Agriculture,2-s2.0-85145018865,10.1007/978-981-19-7780-0_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Integrating Smart and Sustainable Construction: A Review of Present Status, and Possible Opportunities",2-s2.0-85145018691,10.1007/978-3-031-20241-4_19
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Lessons Learned: Monitoring Dam Infrastructure Assets Using Unmanned Aerial Vehicles (UAVs),2-s2.0-85145018433,10.1007/978-3-031-20241-4_35
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Improv-Structure: Exploring Improvisation in Collective Human-Robot Construction,2-s2.0-85145018170,10.1007/978-3-031-20241-4_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Estimation of Shaft-Base Initial Stiffness and Ultimate Resistance of O-Cell Piles,2-s2.0-85144628937,10.1007/978-981-19-6359-9_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Overview of Large Capacity Pile Load Test: A Case Study,2-s2.0-85144626357,10.1007/978-981-19-6359-9_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Heritage Impact Assessment of the Subordinate Court Complex Near the David Yale and Joseph Hyner’s Tomb,2-s2.0-85144624032,10.1007/978-981-19-6359-9_26
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis of Foundation System of the Taj Mahal,2-s2.0-85144599234,10.1007/978-981-19-6359-9_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Continuous Calibration Weigh-in-Motion System Using Static Weight Data,2-s2.0-85144592415,10.1177/03611981221097402
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Bayesian dynamic profiling and optimization of important ranked energy from gray level co-occurrence (GLCM) features for empirical analysis of brain MRI,2-s2.0-85137833659,10.1038/s41598-022-19563-0
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,CRISPR-Cas9 and Food in the European Union: An Organic Solution to an Undetectable Problem for Food Business Operators,2-s2.0-85120911476,10.1017/err.2021.54
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Designing Smart Energy Systems in an Industry 4.0 Paradigm towards Sustainable Environment,2-s2.0-85126278511,10.3390/su14063315
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Solutions,2-s2.0-85174988226,10.1007/978-981-16-6506-6_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,But How Can We Afford It?,2-s2.0-85174986490,10.1007/978-981-16-6506-6_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Curitiba Case Study,2-s2.0-85162068496,10.1007/978-3-030-90559-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Case Study of Social Innovation in Urban Food Spaces: ‘Southsea Greenhouse’, Southsea Greenhouse Cooperative, Portsmouth",2-s2.0-85162057601,10.1007/978-3-030-98475-5_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Anthropocene and the Urbanising World,2-s2.0-85162009216,10.1007/978-3-030-90559-0_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Discussion and Conclusion,2-s2.0-85161997647,10.1007/978-3-031-05210-1_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Paths to the Green City: On the Work of Fritz Schumacher,2-s2.0-85161996073,10.1007/978-3-030-90445-6_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Case Study of Social Innovation in Urban Food Spaces: ‘The Bevy Edible Garden’, Bevendean Community Co-operative, Brighton & Hove",2-s2.0-85161965066,10.1007/978-3-030-98475-5_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Estrangements of Corporeality,2-s2.0-85160343444,10.1007/978-3-030-97486-2_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Beautifying Body Modification,2-s2.0-85160300859,10.1007/978-3-030-97486-2_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Technological Bodies Becoming Images,2-s2.0-85160297267,10.1007/978-3-030-97486-2_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On Being a Body in Thomas More’s Utopia,2-s2.0-85160294956,10.1007/978-3-030-97486-2_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Bodily Estrangements of Space,2-s2.0-85160279435,10.1007/978-3-030-97486-2_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Remittances, Income Inequality, and Brain Drain: An Empirical Investigation for the MENA Region",2-s2.0-85153119306,10.1007/978-3-030-92133-0_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Terrorism Impact on Public Debt and Government Borrowing Cost: New Empirical Evidence from Long-Run Relationship in MENA Countries,2-s2.0-85153073686,10.1007/978-3-030-92133-0_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Digital Gaps and Economic Inequalities in MENA Countries: An Empirical Investigation,2-s2.0-85153053434,10.1007/978-3-030-92133-0_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Assessing Macroeconomic, Distributive, and Environmental Impacts of Energy Subsidy Removal in Tunisia with Input–Output Modeling",2-s2.0-85153041683,10.1007/978-3-030-92133-0_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Assessing the Determinants of Capital Flight from Tunisia: An ARDL Investigation Framework,2-s2.0-85152886475,10.1007/978-3-030-92133-0_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Young Women’s Identity Work in Relation to Physics at the Transition from School to Further Educational Pathways,2-s2.0-85152465552,10.1007/978-3-031-17642-5_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Digital Twin Application,2-s2.0-85151548459,10.1007/978-3-030-81815-9_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Preconditioners for Batched Iterative Linear Solvers on GPUs,2-s2.0-85148700167,10.1007/978-3-031-23606-8_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Virtual Infrastructure Twins: Software Testing Platforms for Computing-Instrument Ecosystems,2-s2.0-85148698546,10.1007/978-3-031-23606-8_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Computational Workflow for Accelerated Molecular Design Using Quantum Chemical Simulations and Deep Learning Models,2-s2.0-85148697882,10.1007/978-3-031-23606-8_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Machine Learning for First Principles Calculations of Material Properties for Ferromagnetic Materials,2-s2.0-85148697240,10.1007/978-3-031-23606-8_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Investigating Relationships in Environmental and Community Health: Correlations of Environment, Urban Morphology, and Socio-economic Factors in the Los Angeles Metropolitan Statistical Area",2-s2.0-85148695326,10.1007/978-3-031-23606-8_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Using Deep Transfer Learning to Predict Student Engagement in Online Courses,2-s2.0-85148694564,10.1007/978-3-031-24367-7_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Industrial Experience Deploying Heterogeneous Platforms for Use in Multi-modal Power Systems Design Workflows,2-s2.0-85148691478,10.1007/978-3-031-23606-8_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,IoT and Machine Learning-Based Covid-19 Healthcare Monitoring System Using Face Recognition,2-s2.0-85148689968,10.1007/978-3-031-24367-7_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Vision for Coupling Operation of US Fusion Facilities with HPC Systems and the Implications for Workflows and Data Management,2-s2.0-85148688912,10.1007/978-3-031-23606-8_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multimodal Fake News Detection on Fakeddit Dataset Using Transformer-Based Architectures,2-s2.0-85148683922,10.1007/978-3-031-24367-7_28
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Review on Skin Pigment and Vein Pattern Detection Techniques,2-s2.0-85148683587,10.1007/978-3-031-24367-7_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,FastTIRP: Efficient Discovery of Time-Interval Related Patterns,2-s2.0-85148037460,10.1007/978-3-031-24094-2_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,SemiPainter: Learning to Draw Semi-realistic Paintings from the Manga Line Drawings and Flat Shadow,2-s2.0-85148033139,10.1007/978-3-031-23473-6_24
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multi-client Private Decision Tree Classification Using Threshold Fully Homomorphic Encryption,2-s2.0-85148000557,10.1007/978-981-19-7769-5_14
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Revisiting the Security of Salted UOV Signature,2-s2.0-85147857889,10.1007/978-3-031-22912-1_31
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Minimizing Even-Mansour Ciphers for Sequential Indifferentiability (Without Key Schedules),2-s2.0-85147856604,10.1007/978-3-031-22912-1_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,New Algorithm for Exhausting Optimal Permutations for Generalized Feistel Networks,2-s2.0-85147851726,10.1007/978-3-031-22912-1_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Efficient IBS from a New Assumption in the Multivariate-Quadratic Setting,2-s2.0-85147850799,10.1007/978-3-031-22912-1_30
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Offset-Based BBB-Secure Tweakable Block-ciphers with Updatable Caches,2-s2.0-85147850663,10.1007/978-3-031-22912-1_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Comparative Study of Workflow Modeling Services Based on Activity Complexity,2-s2.0-85147849129,10.1007/978-3-031-21750-0_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Improved Machine Learning Framework for Cardiovascular Disease Prediction,2-s2.0-85147841998,10.1007/978-3-031-21750-0_25
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Review of Cyberspace Operations Modeling and Simulation Research and Suggestions,2-s2.0-85146713349,10.1007/978-981-19-9195-0_39
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,How to Obfuscate MPC Inputs,2-s2.0-85146687031,10.1007/978-3-031-22365-5_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Quantitative Analysis of the Impact of Demography and Job Profile on the Organizational Commitment of the Faculty Members in the HEI’S of Uttarakhand,2-s2.0-85146686383,10.1007/978-3-031-23647-1_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Target Tracking and Motion Estimation of Fixed Wing UAVs Based on Vision Measurement,2-s2.0-85146685100,10.1007/978-981-19-9198-1_27
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Statistical Security in Two-Party Computation Revisited,2-s2.0-85146668366,10.1007/978-3-031-22365-5_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Analysis and Suppression for Shaft Torsional Vibrations in Wind Energy Conversion System with MPPT Control,2-s2.0-85146641823,10.1007/978-981-19-9198-1_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Study on Flow Characteristics of Inlet Flow Field of Compressor Experiment,2-s2.0-85146638736,10.1007/978-981-19-9198-1_34
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Reflections on English-Medium Instruction in Turkish Higher Education Institutions, Educational Quality and Insights from International Experience",2-s2.0-85146567261,10.1007/978-3-030-88597-7_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Research of Metaverse Application in Intelligent Railway Passenger Station,2-s2.0-85146562488,10.1007/978-3-031-23518-4_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Research on the Application and Risk Prevention of Metaverse in Vocational Education,2-s2.0-85146544035,10.1007/978-3-031-23518-4_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Marginalized Urban Rivers: Between Local Governance and Environmental Justice,2-s2.0-85146240403,10.1007/978-3-031-21325-0_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Preparing Students for a Digital Work-Life Using Student-Centred Methods: A Case Study from Music Production,2-s2.0-85145441676,10.34190/eckm.23.2.781
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Conceptualising the Role of the UAE Innovation Strategy in University-Industry knowledge Diffusion Process,2-s2.0-85145439843,10.34190/eckm.23.2.435
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Exploring Knowledge-Hiding Methods and Reasons in a Small Chinese Family Business,2-s2.0-85145438363,10.34190/eckm.23.2.310
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Process of Sharing Knowledge In The Implementation of a Marketing Project: A Proposal for a Data Selection Model,2-s2.0-85145435227,10.34190/eckm.23.2.495
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Smart Working Paradigms in a Hybrid Working era,2-s2.0-85145433046,10.34190/eckm.23.2.566
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Key Types of Crowdsourcing in Science: Systematic Literature Review,2-s2.0-85145432963,10.34190/eckm.23.2.257
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,XIVA: An Intelligent Voice Assistant with Scalable Capabilities for Educational Metaverse,2-s2.0-85145265724,10.1007/978-3-031-20503-3_49
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,3D Human Pose Estimation Based on Multi-feature Extraction,2-s2.0-85145265443,10.1007/978-3-031-20503-3_51
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"A Comparative Experimental Investigation on Machine Learning Based Air Quality Prediction System (MLBAQPS): Linear Regression, Random Forest, AdaBooster Approaches",2-s2.0-85145264880,10.1007/978-3-031-21517-9_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Novel Training Methods Based Artificial Neural Network for the Dynamic Prediction of the Consumed Energy,2-s2.0-85145264696,10.1007/978-3-031-21517-9_21
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,NeRFingXR: An Interactive XR Tool Based on NeRFs,2-s2.0-85145264515,10.1007/978-3-031-20503-3_46
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Weld Defect Detection and Recognition System Based on Static Point Cloud Technology,2-s2.0-85145263551,10.1007/978-3-031-20503-3_50
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Door Opening Strategy for Mobile Manipulator with Constrained Configuration,2-s2.0-85145261713,10.1007/978-3-031-23609-9_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,DataAttest: A Framework to Attest Off-Chain Data Authenticity,2-s2.0-85145260618,10.1007/978-981-19-8043-5_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Modeling Biomorphic Robotic Fish Swimming: Simulations and Experiments,2-s2.0-85145260048,10.1007/978-3-031-23609-9_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Workflow with Emphasis in Technologies for the Construction of an Aggregator and a Dashboard of Brazilian Museums Digital Collections,2-s2.0-85145259569,10.1007/978-3-031-22324-2_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Research on Control Sensor Allocation of Industrial Robots,2-s2.0-85145258445,10.1007/978-3-031-20503-3_31
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Mining Association Rules in Commuter Feedback Comments from Facebook of Swiss National Railways (SBB) Using Apriori Algorithm,2-s2.0-85145258062,10.1007/978-3-031-22324-2_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Identification of the Relationships Between Data Provenance and Blockchain as a Contributing Factor for Health Information Systems,2-s2.0-85145256181,10.1007/978-3-031-22324-2_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Compact Associative Classification for Up and Down Regulated Genes Using Supervised Discretization and Clustering,2-s2.0-85145254964,10.1007/978-3-031-21517-9_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,WaLi: Control-Flow-Based Analysis of Wasm Smart Contracts,2-s2.0-85145254936,10.1007/978-981-19-8043-5_23
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Scientific Divulgation Before the Post-truth and the Crisis of Credibility of Science in the Context of Digital Humanities,2-s2.0-85145253991,10.1007/978-3-031-22324-2_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,SHAMan: A Versatile Auto-tuning Framework for Costly and Noisy HPC Systems,2-s2.0-85145253878,10.1007/978-3-031-22039-5_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,VAFA: A Visually-Aware Food Analysis System for Socially-Engaged Diet Management,2-s2.0-85145253825,10.1007/978-3-031-20503-3_48
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Maximum Information Coverage and Monitoring Path Planning with Unmanned Surface Vehicles Using Deep Reinforcement Learning,2-s2.0-85145252989,10.1007/978-3-031-22039-5_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Real-Time Detection of Cryptocurrency Mining Behavior,2-s2.0-85145252361,10.1007/978-981-19-8043-5_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Intelligent Data Extraction System for RNFL Examination Reports,2-s2.0-85145251376,10.1007/978-3-031-20503-3_45
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Data-Driven Simulation-Optimization (DSO): An Efficient Approach to Optimize Simulation Models with Databases,2-s2.0-85145251219,10.1007/978-3-031-22039-5_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Electronic Voting Scheme Based on Blockchain and SM2 Cryptographic Algorithm Zero-Knowledge Proof,2-s2.0-85145240276,10.1007/978-3-031-23579-5_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Physical Zero-Knowledge Proof Protocol for Topswops,2-s2.0-85145212525,10.1007/978-3-031-21280-2_30
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Blockchain-Based Multi-keyword Search on Encrypted COVID-19 Contact Tracing Data,2-s2.0-85145211465,10.1007/978-3-031-21280-2_5
